mean_logprob,std_logprob,mean_rank,mean_log_rank,mean_entropy,std_entropy,num_tokens,category,alignment
-3.2993481159210205,2.9362618923187256,158.4080047607422,2.0691518783569336,3.1115081310272217,1.728393316268921,250,human,human
-3.0235342979431152,2.905329942703247,97.36299133300781,1.971982717514038,3.015369415283203,1.950462818145752,281,human,human
-3.8155155181884766,3.2590744495391846,167.13453674316406,2.4955191612243652,3.698650598526001,1.8160985708236694,223,human,human
-3.100027561187744,2.9282619953155518,156.33042907714844,1.964873194694519,3.225815773010254,1.804465651512146,230,human,human
-3.169532299041748,3.0182299613952637,133.71536254882812,2.087524890899658,3.0879204273223877,1.950005292892456,267,human,human
-3.280895709991455,3.1958467960357666,181.60000610351562,2.103968381881714,3.2627389430999756,1.9491066932678223,325,human,human
-3.437863826751709,3.2292845249176025,190.0861358642578,2.268831968307495,3.2846951484680176,1.9063172340393066,267,human,human
-3.4524519443511963,3.259127140045166,243.8593292236328,2.281553268432617,3.310594081878662,1.9725682735443115,391,human,human
-3.2881340980529785,3.1643874645233154,123.20500183105469,2.169229030609131,3.188152551651001,1.8632583618164062,400,human,human
-3.0441219806671143,2.9502928256988525,150.19407653808594,1.9717358350753784,2.9854440689086914,1.8396871089935303,371,human,human
-3.105292320251465,2.9379396438598633,147.62132263183594,1.9956674575805664,3.3321893215179443,1.8395469188690186,272,human,human
-3.1116232872009277,3.093864917755127,235.83070373535156,2.089552879333496,3.225470542907715,2.026801347732544,254,human,human
-3.3276941776275635,3.107494831085205,226.04193115234375,2.183784008026123,3.3034729957580566,1.8937458992004395,310,human,human
-2.770681858062744,2.8427231311798096,96.44055938720703,1.8458446264266968,3.010925531387329,1.8646330833435059,286,human,human
-3.4451849460601807,3.2558295726776123,191.76431274414062,2.232499122619629,3.2419846057891846,1.777449369430542,297,human,human
-2.9900262355804443,3.0853939056396484,237.4214324951172,1.9216450452804565,2.8197669982910156,1.648392677307129,280,human,human
-2.9600234031677246,2.63252329826355,53.35807800292969,1.874135971069336,3.0787513256073,1.5759166479110718,229,human,human
-3.0403261184692383,2.8953936100006104,74.29098510742188,1.9775687456130981,3.1383512020111084,1.7225563526153564,244,human,human
-3.4101338386535645,3.2697877883911133,155.908447265625,2.264394998550415,3.2663676738739014,1.8323627710342407,284,human,human
-3.374922275543213,3.0135786533355713,117.2272720336914,2.20457124710083,3.4348490238189697,1.923608660697937,352,human,human
-2.8270015716552734,2.864708423614502,59.39694595336914,1.8806679248809814,2.7035093307495117,1.8440978527069092,262,human,human
-2.870743989944458,2.739724636077881,65.54662322998047,1.8530446290969849,3.136965274810791,1.7946752309799194,311,human,human
-3.389629364013672,3.028183698654175,123.9916000366211,2.173368215560913,3.1932177543640137,1.7028955221176147,238,human,human
-3.4671523571014404,3.1901261806488037,154.4698028564453,2.272714614868164,3.39482045173645,1.9280191659927368,298,human,human
-3.1693742275238037,3.150852918624878,102.88426971435547,2.1326122283935547,3.1130928993225098,1.9551277160644531,337,human,human
-3.499136447906494,3.101252317428589,133.8674774169922,2.2320473194122314,3.414304494857788,1.7896637916564941,249,human,human
-3.16373610496521,2.946202039718628,80.90776824951172,2.029313564300537,3.222520589828491,1.780454158782959,206,human,human
-2.8406057357788086,2.996211051940918,129.81863403320312,1.882932424545288,2.9274024963378906,1.8035414218902588,397,human,human
-2.907554864883423,2.675348997116089,62.650001525878906,1.8323007822036743,3.0581767559051514,1.5979716777801514,240,human,human
-3.0348031520843506,2.810354471206665,79.41121673583984,1.990399956703186,3.139488458633423,1.6676884889602661,214,human,human
-3.0683507919311523,3.1043951511383057,206.628662109375,2.0147244930267334,3.1344988346099854,1.7814257144927979,307,human,human
-3.163320779800415,2.9104580879211426,134.0806427001953,2.039172649383545,3.1356394290924072,1.813501000404358,248,human,human
-3.125927209854126,3.1076669692993164,114.89024353027344,2.0643272399902344,3.0854437351226807,1.8169139623641968,246,human,human
-3.012565851211548,3.04634428024292,177.3333282470703,1.9805406332015991,2.9633617401123047,1.9286854267120361,384,human,human
-3.05269718170166,3.082439661026001,133.6993408203125,1.956233024597168,3.043721914291382,1.9348556995391846,306,human,human
-3.4405057430267334,3.2729105949401855,132.64163208007812,2.2270352840423584,3.272408962249756,1.790845513343811,293,human,human
-3.247249126434326,3.1360273361206055,134.4860076904297,2.1446123123168945,3.264673948287964,1.8572829961776733,286,human,human
-3.302262306213379,2.914639472961426,97.59835815429688,2.09548282623291,3.421785831451416,1.7462339401245117,244,human,human
-3.703584909439087,3.2725789546966553,248.56849670410156,2.4180891513824463,3.5124588012695312,1.9272756576538086,292,human,human
-3.2906744480133057,2.951810598373413,93.33428192138672,2.1065540313720703,3.20947265625,1.895076036453247,350,human,human
-3.801642656326294,3.425497055053711,301.5049743652344,2.4714295864105225,3.5889763832092285,1.9100817441940308,301,human,human
-3.241987466812134,3.0921106338500977,171.90875244140625,2.161242723464966,3.1161460876464844,1.9746336936950684,263,human,human
-3.631535768508911,3.1830475330352783,146.77481079101562,2.3008973598480225,3.388259172439575,1.7341957092285156,262,human,human
-3.0421924591064453,2.6846275329589844,50.59071731567383,1.917367696762085,3.3336181640625,1.7905395030975342,237,human,human
-3.4413769245147705,3.082798480987549,136.57383728027344,2.234034299850464,3.3069090843200684,1.801397442817688,237,human,human
-2.9991164207458496,2.940122127532959,99.94230651855469,1.9669148921966553,3.0049643516540527,1.7747961282730103,260,human,human
-3.050448417663574,3.050873279571533,212.7662353515625,1.9967082738876343,3.104048728942871,1.9044902324676514,308,human,human
-3.1064178943634033,2.689777374267578,65.60416412353516,1.9001317024230957,3.3074121475219727,1.7890695333480835,240,human,human
-3.013550281524658,3.1192047595977783,134.77816772460938,1.962672472000122,3.013723850250244,1.8312633037567139,284,human,human
-2.8659260272979736,3.003671884536743,77.77814483642578,1.874774694442749,2.798536777496338,1.6757694482803345,302,human,human
-3.1412994861602783,2.8904993534088135,85.2625503540039,2.041985034942627,3.080317974090576,1.8976653814315796,259,human,human
-2.938046932220459,2.9118106365203857,71.11588287353516,1.9144889116287231,2.983916997909546,1.7362239360809326,233,human,human
-2.852870225906372,2.846416711807251,81.36494445800781,1.8826773166656494,3.020801067352295,1.8116368055343628,348,human,human
-3.0815374851226807,3.2010419368743896,201.70440673828125,2.041508674621582,3.087928295135498,1.9605950117111206,318,human,human
-2.9838335514068604,2.9056670665740967,200.1666717529297,1.9156922101974487,3.0676732063293457,1.7789108753204346,288,human,human
-2.755079746246338,2.8416576385498047,104.1640396118164,1.817563772201538,2.82151198387146,1.6924066543579102,317,human,human
-3.075709581375122,2.8794898986816406,141.53726196289062,1.9485725164413452,3.1382510662078857,1.8647547960281372,255,human,human
-3.511730432510376,3.4051966667175293,212.32676696777344,2.259385585784912,3.1863210201263428,1.9588428735733032,254,human,human
-2.9232876300811768,2.9637739658355713,101.27761840820312,1.9407908916473389,2.92315411567688,1.846548080444336,353,human,human
-3.204437494277954,3.0579652786254883,110.82499694824219,2.088181495666504,3.1303610801696777,1.8002017736434937,280,human,human
-3.4112460613250732,2.873408794403076,76.8630142211914,2.120272636413574,3.4335641860961914,1.6622157096862793,219,human,human
-3.213622808456421,2.9489340782165527,106.18299102783203,2.0841004848480225,3.322355031967163,1.8912619352340698,388,human,human
-3.654658079147339,3.3187742233276367,180.91213989257812,2.3568813800811768,3.4975128173828125,1.975327730178833,239,human,human
-2.8781633377075195,2.731471061706543,84.44723510742188,1.8451670408248901,3.072374105453491,1.6801104545593262,199,human,human
-2.645660638809204,2.8562557697296143,61.5407600402832,1.8055856227874756,2.7525274753570557,1.9468344449996948,368,human,human
-3.2570931911468506,2.972856044769287,163.4304656982422,2.0345633029937744,3.056276798248291,1.6022802591323853,302,human,human
-3.630979299545288,3.316023111343384,273.7017517089844,2.3416380882263184,3.507023334503174,1.7887582778930664,285,human,human
-3.342547655105591,2.9575376510620117,169.7028350830078,2.16322922706604,3.2835521697998047,1.9281996488571167,212,human,human
-3.237147808074951,3.0376944541931152,147.26690673828125,2.0773422718048096,3.235034704208374,1.6623224020004272,281,human,human
-2.9274325370788574,2.8547720909118652,68.9259262084961,1.852312445640564,3.1112654209136963,1.8956356048583984,243,human,human
-3.1151444911956787,2.9390199184417725,126.6693115234375,1.9696193933486938,3.230438470840454,1.7417234182357788,378,human,human
-3.1548500061035156,3.0393424034118652,126.05205535888672,1.9851692914962769,3.0630931854248047,1.644506573677063,365,human,human
-3.08878231048584,2.9913206100463867,156.30523681640625,2.0366086959838867,3.0448193550109863,1.8463784456253052,344,human,human
-3.239144802093506,3.0364084243774414,110.97643280029297,2.099480628967285,3.2237260341644287,1.7015568017959595,297,human,human
-2.7729434967041016,2.854034185409546,84.48290252685547,1.7790803909301758,2.6825594902038574,1.6497080326080322,234,human,human
-3.279045343399048,3.0068869590759277,113.46543884277344,2.0986154079437256,3.343778610229492,1.8732494115829468,217,human,human
-3.0398190021514893,3.039973258972168,112.16729736328125,1.9838531017303467,3.1038076877593994,1.7089289426803589,263,human,human
-2.821408987045288,2.7453901767730713,87.32758331298828,1.799696683883667,3.0095016956329346,1.5876820087432861,232,human,human
-2.5279669761657715,2.4507627487182617,46.310482025146484,1.674425482749939,2.942257881164551,1.6497080326080322,248,human,human
-3.55916690826416,2.987656354904175,82.58333587646484,2.2907183170318604,3.397404909133911,1.8339592218399048,216,human,human
-3.949376344680786,3.2828235626220703,229.6784210205078,2.4712541103363037,3.6511967182159424,1.7115470170974731,227,human,human
-2.9007909297943115,2.747788429260254,82.55598449707031,1.8602690696716309,2.9737377166748047,1.6526544094085693,259,human,human
-3.1793127059936523,3.139758586883545,258.0216064453125,2.1042933464050293,3.0039567947387695,1.9519819021224976,324,human,human
-2.8428633213043213,2.6713688373565674,66.29032135009766,1.8296537399291992,2.8908145427703857,1.7664484977722168,279,human,human
-3.0076937675476074,2.9876348972320557,173.73333740234375,2.001561403274536,2.945662260055542,1.8238762617111206,285,human,human
-3.1225929260253906,2.9561078548431396,150.43630981445312,2.077915906906128,3.1858856678009033,1.851022481918335,369,human,human
-2.641947031021118,2.955542802810669,92.32471466064453,1.8163262605667114,2.6998753547668457,2.001596450805664,348,human,human
-2.757009983062744,2.965811014175415,159.06451416015625,1.8593658208847046,2.93379807472229,1.8810334205627441,279,human,human
-2.6432836055755615,2.923860549926758,138.15017700195312,1.7788901329040527,2.88061785697937,1.820500373840332,273,human,human
-2.9472856521606445,2.9757723808288574,119.93708801269531,1.9213001728057861,3.0979487895965576,1.8170706033706665,302,human,human
-3.9850735664367676,3.3495397567749023,343.6727294921875,2.6140553951263428,3.8355395793914795,2.0305919647216797,220,human,human
-2.883179187774658,2.7157182693481445,76.95237731933594,1.8455810546875,3.0636255741119385,1.7202733755111694,231,human,human
-3.1113462448120117,2.9415907859802246,133.70895385742188,2.0006020069122314,3.2752349376678467,1.8706172704696655,268,human,human
-3.104193925857544,2.9277379512786865,168.76756286621094,1.9626890420913696,3.0296287536621094,1.742158055305481,370,human,human
-3.351508378982544,3.085508108139038,204.5,2.1529009342193604,3.2644243240356445,1.5560544729232788,220,human,human
-3.0645389556884766,3.078831195831299,165.9914093017578,2.0171825885772705,3.0430562496185303,1.9801198244094849,233,human,human
-2.8149876594543457,2.720982551574707,60.975608825683594,1.757285714149475,2.95060133934021,1.75247061252594,205,human,human
-2.7370240688323975,2.937049388885498,126.3032455444336,1.7795753479003906,2.882248878479004,1.8464573621749878,277,human,human
-2.784498691558838,2.7386670112609863,45.469635009765625,1.8279845714569092,2.687643051147461,1.6851136684417725,247,human,human
-3.124528646469116,2.824265241622925,78.33606719970703,1.9685423374176025,3.1461691856384277,1.7391985654830933,244,human,human
-2.9655601978302,2.9359357357025146,117.99186706542969,1.9905822277069092,3.0855040550231934,1.834139108657837,246,human,human
-3.326443672180176,2.9805078506469727,117.13907623291016,2.07296085357666,3.0352039337158203,1.6445308923721313,302,human,human
-3.012713670730591,2.8649661540985107,99.9206314086914,1.9707953929901123,3.1270911693573,1.8675503730773926,252,human,human
-3.519883394241333,3.3521201610565186,229.19454956054688,2.274439573287964,3.292572498321533,1.804123044013977,257,human,human
-3.028682231903076,2.857194185256958,75.66368865966797,1.9279309511184692,2.985985517501831,1.6114146709442139,336,human,human
-2.552849769592285,2.684725761413574,82.08650207519531,1.6842398643493652,2.690416097640991,1.6814695596694946,289,human,human
-2.8826425075531006,3.090090751647949,150.03607177734375,1.907218098640442,2.8066372871398926,1.8061162233352661,305,human,human
-3.052011489868164,2.8852386474609375,86.77727508544922,1.967193841934204,3.019670009613037,1.8604203462600708,220,human,human
-2.9689886569976807,2.6959872245788574,60.650001525878906,1.8885043859481812,3.0451130867004395,1.6556860208511353,320,human,human
-3.5777688026428223,3.1775081157684326,194.71487426757812,2.330829381942749,3.4901883602142334,1.7794067859649658,242,human,human
-3.4559855461120605,3.206737518310547,244.1872100830078,2.2048676013946533,3.384039878845215,1.7045471668243408,219,human,human
-3.272258996963501,2.9807424545288086,119.35344696044922,2.1402292251586914,3.267803430557251,1.8414969444274902,348,human,human
-2.742253303527832,2.6088709831237793,47.06501388549805,1.7404974699020386,2.8332347869873047,1.7653471231460571,323,human,human
-3.17809796333313,3.100895404815674,123.1324691772461,2.115180492401123,3.1282901763916016,1.9576271772384644,385,human,human
-3.2094380855560303,3.0851337909698486,122.32378387451172,2.1417391300201416,3.239564895629883,1.8654333353042603,349,human,human
-3.1502583026885986,3.038954973220825,130.6861114501953,2.047762870788574,2.982731819152832,1.7858673334121704,360,human,human
-3.4940996170043945,2.9111645221710205,93.9532699584961,2.22967529296875,3.570488691329956,1.8203219175338745,214,human,human
-2.6536192893981934,2.8327081203460693,133.65725708007812,1.754077672958374,2.9095566272735596,1.7443559169769287,248,human,human
-3.2601430416107178,3.0032293796539307,125.72053527832031,2.0644848346710205,3.11324143409729,1.6703851222991943,297,human,human
-2.8745837211608887,2.894754409790039,134.05230712890625,1.8406792879104614,3.125061511993408,1.8411909341812134,325,human,human
-2.854095935821533,2.9614012241363525,131.14219665527344,1.9357596635818481,2.8640635013580322,1.878117322921753,218,human,human
-3.4312803745269775,3.25784969329834,213.90579223632812,2.2204713821411133,3.3953258991241455,1.866498589515686,276,human,human
-2.890512466430664,3.056555986404419,120.86617279052734,1.9053764343261719,2.7777791023254395,1.8419418334960938,269,human,human
-3.07320499420166,2.787828207015991,74.59745788574219,1.9784698486328125,3.2082431316375732,1.6755441427230835,236,human,human
-3.122039556503296,3.136178970336914,162.87413024902344,2.0174667835235596,3.2220096588134766,1.9284095764160156,286,human,human
-3.3922667503356934,3.0281615257263184,181.87660217285156,2.1243796348571777,3.2274529933929443,1.8140188455581665,389,human,human
-3.0920093059539795,2.7845654487609863,81.47323608398438,1.9592821598052979,3.117799997329712,1.7248191833496094,355,human,human
-3.327725887298584,3.174518585205078,178.5689697265625,2.1718366146087646,3.328922748565674,1.8934787511825562,232,human,human
-3.2972686290740967,3.1941142082214355,161.6018524169922,2.1501264572143555,3.1550204753875732,1.8174965381622314,324,human,human
-2.6997034549713135,2.7209880352020264,50.891239166259766,1.755989909172058,2.8900482654571533,1.7064721584320068,331,human,human
-3.3255715370178223,3.1063127517700195,190.26199340820312,2.1666886806488037,3.1801748275756836,1.84760320186615,271,human,human
-2.916715383529663,3.1058075428009033,105.86799621582031,1.9052791595458984,2.9136600494384766,1.8115822076797485,250,human,human
-3.2744498252868652,3.0438716411590576,135.13815307617188,2.101977586746216,3.296699047088623,1.8103324174880981,304,human,human
-3.194002389907837,3.053842306137085,194.2857208251953,2.0751726627349854,3.1333866119384766,1.793925404548645,259,human,human
-3.635054349899292,3.4330482482910156,383.09930419921875,2.3221006393432617,3.2406764030456543,1.7599072456359863,282,human,human
-2.9076085090637207,2.9559876918792725,78.75862121582031,1.9147248268127441,2.825099468231201,1.8074026107788086,232,human,human
-3.2799105644226074,2.9632625579833984,141.0267791748047,2.1061930656433105,3.2626051902770996,1.7221964597702026,336,human,human
-3.6367695331573486,2.9989094734191895,159.95416259765625,2.3038294315338135,3.5558114051818848,1.5225987434387207,240,human,human
-3.158848762512207,2.866363048553467,82.41044616699219,2.0103600025177,3.283996820449829,1.8076190948486328,268,human,human
-3.0872297286987305,3.0495238304138184,109.4806900024414,1.9977004528045654,2.906301498413086,1.7394615411758423,233,human,human
-3.260638952255249,3.0474913120269775,86.40760803222656,2.108328342437744,3.0422377586364746,1.7791459560394287,368,human,human
-2.972309112548828,3.2211310863494873,216.32644653320312,2.0231199264526367,2.8905117511749268,1.8796639442443848,242,human,human
-2.8084659576416016,3.053354024887085,131.33834838867188,1.9006870985031128,2.631099224090576,1.8307569026947021,399,human,human
-2.8447532653808594,2.8966736793518066,62.787879943847656,1.8391252756118774,2.6887941360473633,1.703442096710205,264,human,human
-3.034669876098633,2.9541327953338623,94.06629943847656,1.973251461982727,3.100250720977783,1.8740850687026978,362,human,human
-3.1770823001861572,3.0423743724823,235.80386352539062,2.0537431240081787,3.1625304222106934,1.8123213052749634,311,human,human
-3.109391450881958,3.255060911178589,203.19113159179688,2.084906578063965,2.9666330814361572,1.9736336469650269,293,human,human
-3.308257579803467,3.1843466758728027,183.79090881347656,2.1712229251861572,3.185540199279785,1.9993830919265747,220,human,human
-3.188779592514038,3.1752374172210693,242.63888549804688,2.065312385559082,3.156090497970581,1.858545184135437,288,human,human
-3.4858927726745605,2.982522964477539,112.45026397705078,2.2040750980377197,3.3108091354370117,1.7141560316085815,191,human,human
-3.252974033355713,3.184921979904175,147.9774627685547,2.156613349914551,3.178144931793213,1.923882007598877,355,human,human
-3.417919158935547,2.8398678302764893,107.93032836914062,2.126127004623413,3.4222772121429443,1.7433747053146362,244,human,human
-2.7274985313415527,2.7940969467163086,68.61445617675781,1.808905005455017,2.8452305793762207,1.8524279594421387,332,human,human
-2.874201774597168,2.98474383354187,122.031005859375,1.8743977546691895,2.6248865127563477,1.8001365661621094,258,human,human
-3.397975206375122,3.2432475090026855,215.2861785888672,2.245689630508423,3.3065710067749023,1.9418972730636597,304,human,human
-3.287275791168213,2.9813342094421387,76.5625,2.146407127380371,3.2539305686950684,1.693534255027771,240,human,human
-3.3626010417938232,3.369481086730957,275.9632263183594,2.1812334060668945,3.3704609870910645,1.8975965976715088,272,human,human
-3.1140172481536865,3.1712961196899414,174.70616149902344,2.003700017929077,2.935544013977051,1.6179028749465942,211,human,human
-3.2909536361694336,3.2794063091278076,223.92672729492188,2.142587900161743,3.1737241744995117,1.9091856479644775,232,human,human
-3.209272623062134,3.01180362701416,116.5627670288086,2.0989878177642822,3.256389617919922,1.8656024932861328,231,human,human
-2.8079304695129395,2.9195919036865234,78.34701538085938,1.8554601669311523,2.9521639347076416,1.8851029872894287,268,human,human
-3.1068649291992188,3.001765727996826,159.05813598632812,2.045297622680664,3.12229323387146,1.8223236799240112,258,human,human
-3.1471753120422363,3.0344223976135254,154.65444946289062,2.0168566703796387,3.1555967330932617,1.6982396841049194,382,human,human
-2.7776966094970703,3.161410093307495,125.79863739013672,1.8635858297348022,2.637805700302124,1.9126808643341064,293,human,human
-3.1775550842285156,2.937218427658081,138.7215118408203,2.021390914916992,3.403654098510742,1.8389058113098145,237,human,human
-3.0783863067626953,2.9400076866149902,95.58849334716797,1.931013822555542,3.0515849590301514,1.8722056150436401,226,human,human
-2.684260606765747,2.7793071269989014,89.4000015258789,1.766148567199707,2.8740792274475098,1.8691085577011108,325,human,human
-2.9427995681762695,2.931187629699707,66.83181762695312,1.9734653234481812,3.022674083709717,1.8284558057785034,220,human,human
-3.184363842010498,2.902782440185547,65.03424835205078,2.0316500663757324,3.0088789463043213,1.7383664846420288,292,human,human
-3.135802745819092,2.7960140705108643,73.63194274902344,1.9514092206954956,3.0771665573120117,1.7102004289627075,288,human,human
-3.2955615520477295,3.032896041870117,156.63784790039062,2.1501576900482178,3.3116610050201416,1.9326555728912354,428,human,human
-3.060415506362915,2.965876817703247,174.91378784179688,1.9791196584701538,3.2297911643981934,1.9410966634750366,290,human,human
-2.934678792953491,2.697739839553833,69.24430084228516,1.890834093093872,3.0946877002716064,1.6949329376220703,307,human,human
-3.2800958156585693,2.8031868934631348,68.38999938964844,2.057277202606201,3.3644819259643555,1.7199867963790894,200,human,human
-3.0039706230163574,2.789803981781006,61.79670333862305,1.9547457695007324,2.973702907562256,1.671467661857605,364,human,human
-2.995814323425293,3.0812888145446777,142.4934539794922,1.9874931573867798,2.7773635387420654,1.8306443691253662,229,human,human
-2.830392837524414,3.0707473754882812,211.07720947265625,1.8881703615188599,2.7896625995635986,1.8175327777862549,272,human,human
-3.4296369552612305,2.9847171306610107,188.7378387451172,2.185333728790283,3.3136754035949707,1.7397305965423584,370,human,human
-3.187140941619873,3.090535879135132,118.09893035888672,2.106785535812378,3.0268235206604004,1.9256898164749146,374,human,human
-2.9808168411254883,2.9658594131469727,93.49576568603516,1.9136016368865967,3.041388511657715,1.6401981115341187,236,human,human
-2.8151447772979736,2.745595932006836,125.52941131591797,1.7944287061691284,3.081942081451416,1.7553393840789795,204,human,human
-3.4433634281158447,3.158043622970581,240.12745666503906,2.247606039047241,3.387178421020508,1.9641838073730469,306,human,human
-2.8174612522125244,2.788343906402588,89.9455795288086,1.822920799255371,2.977410316467285,1.8310662508010864,294,human,human
-2.9476020336151123,2.912834882736206,100.55046081542969,1.8487364053726196,2.8041505813598633,1.8897281885147095,327,human,human
-3.361717462539673,3.2311580181121826,251.95631408691406,2.143498420715332,3.287585735321045,1.907322883605957,206,human,human
-3.3798153400421143,3.2618017196655273,328.783935546875,2.202648162841797,3.2952346801757812,1.847848653793335,324,human,human
-3.04521107673645,2.6662724018096924,60.17595291137695,1.9410545825958252,3.2602152824401855,1.7394016981124878,341,human,human
-2.999116897583008,2.8173983097076416,125.3807373046875,1.9271202087402344,3.248737335205078,1.8368206024169922,218,human,human
-2.818016529083252,3.0661277770996094,218.96609497070312,1.8329441547393799,2.803454637527466,1.9436798095703125,236,human,human
-2.9556238651275635,2.6059813499450684,47.25702667236328,1.870355486869812,3.1551365852355957,1.8613841533660889,249,human,human
-3.2113561630249023,2.939427137374878,84.66666412353516,2.0406746864318848,3.1423211097717285,1.873817801475525,207,human,human
-3.3292834758758545,2.773146867752075,74.36752319335938,2.1145567893981934,3.237820625305176,1.7138162851333618,234,human,human
-3.2941219806671143,3.1933176517486572,210.96490478515625,2.121408462524414,3.235729455947876,1.9109524488449097,228,human,human
-2.932302474975586,2.9361026287078857,79.36000061035156,1.9056705236434937,2.847198963165283,1.7833737134933472,275,human,human
-3.3076725006103516,3.2219560146331787,189.3780517578125,2.197077751159668,3.2037997245788574,1.938942790031433,246,human,human
-2.5399105548858643,2.6692636013031006,62.42319869995117,1.6796742677688599,2.6984472274780273,1.8275291919708252,319,human,human
-3.343705892562866,2.8958582878112793,120.82396697998047,2.159783124923706,3.373002529144287,1.8863428831100464,267,human,human
-3.1291704177856445,2.9601120948791504,137.28985595703125,2.0558040142059326,3.3446428775787354,1.8061244487762451,207,human,human
-3.057871103286743,2.9499874114990234,112.8377685546875,2.003685712814331,2.9858453273773193,1.6976826190948486,376,human,human
-3.736403703689575,3.476917266845703,384.54840087890625,2.4021482467651367,3.4662911891937256,1.9280788898468018,279,human,human
-3.2346324920654297,3.054861307144165,125.93385314941406,2.0752675533294678,3.1249661445617676,1.8981536626815796,257,human,human
-3.5164647102355957,3.1681110858917236,203.34710693359375,2.2666847705841064,3.4393365383148193,1.9619818925857544,242,human,human
-2.8135199546813965,2.9494504928588867,74.04609680175781,1.8668993711471558,2.8619396686553955,1.7867579460144043,282,human,human
-3.340686321258545,2.948857545852661,181.92308044433594,2.1282732486724854,3.163447380065918,1.7292300462722778,286,human,human
-3.371523857116699,3.071080446243286,139.00933837890625,2.1088290214538574,3.2582039833068848,1.6867096424102783,214,human,human
-2.6010212898254395,2.7087583541870117,57.48058319091797,1.7004142999649048,2.880948305130005,1.7215681076049805,206,human,human
-2.759949207305908,2.9159727096557617,149.7066192626953,1.7935959100723267,2.887479782104492,1.8087964057922363,317,human,human
-3.3307113647460938,3.2368788719177246,183.10548400878906,2.1759448051452637,3.192054271697998,1.8755494356155396,237,human,human
-2.947057008743286,2.8499226570129395,70.88645935058594,1.9391659498214722,3.1047439575195312,1.7638911008834839,229,human,human
-3.3580410480499268,2.901585340499878,162.0672607421875,2.0697436332702637,3.532486915588379,1.6668126583099365,223,human,human
-3.0713305473327637,2.8889763355255127,79.78964233398438,2.002856492996216,3.052716016769409,1.7801531553268433,309,human,human
-3.343609571456909,3.0441112518310547,171.99085998535156,2.1618757247924805,3.170421838760376,1.8949177265167236,219,human,human
-2.7353029251098633,2.9084880352020264,85.7208480834961,1.7807506322860718,2.8278064727783203,1.7445582151412964,283,human,human
-3.282529354095459,3.191434383392334,312.5787353515625,2.13557505607605,3.207000970840454,1.7857457399368286,254,human,human
-2.685694932937622,2.7438066005706787,80.10869598388672,1.801735758781433,3.051802396774292,1.8627214431762695,230,human,human
-3.2918944358825684,3.27968692779541,312.5584411621094,2.0922892093658447,3.051112651824951,1.718985676765442,231,human,human
-3.4277684688568115,3.263218879699707,221.54237365722656,2.2405736446380615,3.352679491043091,1.868742823600769,354,human,human
